ntree=50; bag.fraction=0.1; mtry=5; interaction.depth=3,,,,,,,,,
ntree=50; bag.fraction=0.1; mtry=10; interaction.depth=7,,,,,,,,,
Gilenya_relapse_rate,Tecfidera_relapse_rate,actual_treatment,summary_actual_treatment_effect,expect_Gilenya_relapse_rate,expect_Tecfidera_relapse_rate,expect_treatment,summary_expect_treatment_effect,AUC,Qini
0.086,0.162,-0.076,-0.112,0.105,0.152,-0.047,-0.047,0.731,0.013
0.156,0.119,0.036,-0.112,0.130,0.130,0.000,-0.047,0.731,0.013
0.115,0.134,-0.019,0.000,0.103,0.152,-0.048,-0.046,0.658,-0.004
0.121,0.140,-0.019,0.000,0.129,0.132,-0.002,-0.046,0.658,-0.004
,,,,,,,,,
,,,,,,,,,
ntree=50; bag.fraction=0.1; mtry=10; interaction.depth=9,,,,,,,,,
Gilenya_relapse_rate,Tecfidera_relapse_rate,actual_treatment,summary_actual_treatment_effect,expect_Gilenya_relapse_rate,expect_Tecfidera_relapse_rate,expect_treatment,summary_expect_treatment_effect,AUC,Qini
0.086,0.162,-0.076,-0.112,0.105,0.152,-0.047,-0.047,0.731,0.013
0.156,0.119,0.036,-0.112,0.130,0.130,0.000,-0.047,0.731,0.013
0.115,0.134,-0.019,0.000,0.103,0.152,-0.048,-0.046,0.658,-0.004
0.121,0.140,-0.019,0.000,0.129,0.132,-0.002,-0.046,0.658,-0.004
,,,,,,,,,
,,,,,,,,,
ntree=50; bag.fraction=0.1; mtry=10; interaction.depth=11,,,,,,,,,
Gilenya_relapse_rate,Tecfidera_relapse_rate,actual_treatment,summary_actual_treatment_effect,expect_Gilenya_relapse_rate,expect_Tecfidera_relapse_rate,expect_treatment,summary_expect_treatment_effect,AUC,Qini
0.086,0.162,-0.076,-0.112,0.105,0.152,-0.047,-0.047,0.731,0.013
0.156,0.119,0.036,-0.112,0.130,0.130,0.000,-0.047,0.731,0.013
0.115,0.134,-0.019,0.000,0.103,0.152,-0.048,-0.046,0.658,-0.004
0.121,0.140,-0.019,0.000,0.129,0.132,-0.002,-0.046,0.658,-0.004
,,,,,,,,,
,,,,,,,,,
ntree=50; bag.fraction=0.1; mtry=12; interaction.depth=3,,,,,,,,,
Gilenya_relapse_rate,Tecfidera_relapse_rate,actual_treatment,summary_actual_treatment_effect,expect_Gilenya_relapse_rate,expect_Tecfidera_relapse_rate,expect_treatment,summary_expect_treatment_effect,AUC,Qini
0.067,0.120,-0.053,-0.071,0.103,0.145,-0.042,-0.047,0.713,0.014
0.173,0.155,0.018,-0.071,0.138,0.132,0.006,-0.047,0.713,0.014
0.074,0.118,-0.044,-0.048,0.103,0.147,-0.043,-0.049,0.665,0.008
0.161,0.157,0.004,-0.048,0.138,0.132,0.006,-0.049,0.665,0.008
,,,,,,,,,
,,,,,,,,,
ntree=50; bag.fraction=0.1; mtry=12; interaction.depth=5,,,,,,,,,
Gilenya_relapse_rate,Tecfidera_relapse_rate,actual_treatment,summary_actual_treatment_effect,expect_Gilenya_relapse_rate,expect_Tecfidera_relapse_rate,expect_treatment,summary_expect_treatment_effect,AUC,Qini
0.074,0.155,-0.080,-0.119,0.102,0.148,-0.046,-0.047,0.723,0.020
0.162,0.123,0.039,-0.119,0.135,0.133,0.001,-0.047,0.723,0.020
0.104,0.146,-0.042,-0.044,0.102,0.148,-0.045,-0.049,0.663,0.009
0.131,0.129,0.002,-0.044,0.136,0.133,0.003,-0.049,0.663,0.009
,,,,,,,,,
,,,,,,,,,
ntree=50; bag.fraction=0.1; mtry=12; interaction.depth=7,,,,,,,,,
Gilenya_relapse_rate,Tecfidera_relapse_rate,actual_treatment,summary_actual_treatment_effect,expect_Gilenya_relapse_rate,expect_Tecfidera_relapse_rate,expect_treatment,summary_expect_treatment_effect,AUC,Qini
0.092,0.176,-0.083,-0.124,0.108,0.154,-0.045,-0.051,0.729,0.020
0.144,0.103,0.041,-0.124,0.132,0.126,0.006,-0.051,0.729,0.020
0.112,0.162,-0.051,-0.060,0.108,0.152,-0.044,-0.052,0.667,0.004
0.125,0.115,0.010,-0.060,0.132,0.125,0.007,-0.052,0.667,0.004
,,,,,,,,,
,,,,,,,,,
ntree=50; bag.fraction=0.1; mtry=12; interaction.depth=9,,,,,,,,,
Gilenya_relapse_rate,Tecfidera_relapse_rate,actual_treatment,summary_actual_treatment_effect,expect_Gilenya_relapse_rate,expect_Tecfidera_relapse_rate,expect_treatment,summary_expect_treatment_effect,AUC,Qini
0.092,0.176,-0.083,-0.124,0.108,0.154,-0.045,-0.051,0.729,0.020
0.144,0.103,0.041,-0.124,0.132,0.126,0.006,-0.051,0.729,0.020
0.112,0.162,-0.051,-0.060,0.108,0.152,-0.044,-0.052,0.667,0.004
0.125,0.115,0.010,-0.060,0.132,0.125,0.007,-0.052,0.667,0.004
,,,,,,,,,
,,,,,,,,,
ntree=50; bag.fraction=0.1; mtry=12; interaction.depth=11,,,,,,,,,
Gilenya_relapse_rate,Tecfidera_relapse_rate,actual_treatment,summary_actual_treatment_effect,expect_Gilenya_relapse_rate,expect_Tecfidera_relapse_rate,expect_treatment,summary_expect_treatment_effect,AUC,Qini
0.092,0.176,-0.083,-0.124,0.108,0.154,-0.045,-0.051,0.729,0.020
0.144,0.103,0.041,-0.124,0.132,0.126,0.006,-0.051,0.729,0.020
0.112,0.162,-0.051,-0.060,0.108,0.152,-0.044,-0.052,0.667,0.004
0.125,0.115,0.010,-0.060,0.132,0.125,0.007,-0.052,0.667,0.004
,,,,,,,,,
,,,,,,,,,
ntree=50; bag.fraction=0.3; mtry=5; interaction.depth=3,,,,,,,,,
Gilenya_relapse_rate,Tecfidera_relapse_rate,actual_treatment,summary_actual_treatment_effect,expect_Gilenya_relapse_rate,expect_Tecfidera_relapse_rate,expect_treatment,summary_expect_treatment_effect,AUC,Qini
0.050,0.171,-0.121,-0.198,0.105,0.143,-0.037,-0.036,0.755,0.034
0.182,0.104,0.077,-0.198,0.132,0.133,-0.002,-0.036,0.755,0.034
0.097,0.122,-0.025,-0.007,0.104,0.142,-0.038,-0.037,0.646,0.002
0.137,0.155,-0.018,-0.007,0.133,0.133,0.000,-0.037,0.646,0.002
,,,,,,,,,
,,,,,,,,,
ntree=50; bag.fraction=0.3; mtry=5; interaction.depth=5,,,,,,,,,
Gilenya_relapse_rate,Tecfidera_relapse_rate,actual_treatment,summary_actual_treatment_effect,expect_Gilenya_relapse_rate,expect_Tecfidera_relapse_rate,expect_treatment,summary_expect_treatment_effect,AUC,Qini
0.052,0.189,-0.138,-0.235,0.103,0.149,-0.046,-0.046,0.795,0.040
0.190,0.093,0.098,-0.235,0.132,0.131,0.001,-0.046,0.795,0.040
0.101,0.122,-0.021,-0.004,0.103,0.148,-0.045,-0.046,0.670,0.000
0.136,0.152,-0.016,-0.004,0.132,0.131,0.000,-0.046,0.670,0.000
,,,,,,,,,
,,,,,,,,,
ntree=50; bag.fraction=0.3; mtry=5; interaction.depth=7,,,,,,,,,
Gilenya_relapse_rate,Tecfidera_relapse_rate,actual_treatment,summary_actual_treatment_effect,expect_Gilenya_relapse_rate,expect_Tecfidera_relapse_rate,expect_treatment,summary_expect_treatment_effect,AUC,Qini
0.042,0.185,-0.143,-0.247,0.099,0.146,-0.047,-0.048,0.802,0.041
0.201,0.097,0.104,-0.247,0.135,0.133,0.001,-0.048,0.802,0.041
0.099,0.133,-0.034,-0.030,0.097,0.145,-0.048,-0.049,0.687,0.002
0.138,0.142,-0.004,-0.030,0.136,0.135,0.001,-0.049,0.687,0.002
,,,,,,,,,
,,,,,,,,,
ntree=50; bag.fraction=0.3; mtry=5; interaction.depth=9,,,,,,,,,
Gilenya_relapse_rate,Tecfidera_relapse_rate,actual_treatment,summary_actual_treatment_effect,expect_Gilenya_relapse_rate,expect_Tecfidera_relapse_rate,expect_treatment,summary_expect_treatment_effect,AUC,Qini
0.049,0.183,-0.135,-0.230,0.099,0.152,-0.053,-0.059,0.797,0.038
0.195,0.099,0.096,-0.230,0.138,0.131,0.007,-0.059,0.797,0.038
0.101,0.124,-0.023,-0.008,0.099,0.153,-0.053,-0.060,0.652,0.000
0.136,0.150,-0.015,-0.008,0.139,0.132,0.007,-0.060,0.652,0.000
,,,,,,,,,
,,,,,,,,,
ntree=50; bag.fraction=0.3; mtry=5; interaction.depth=11,,,,,,,,,
Gilenya_relapse_rate,Tecfidera_relapse_rate,actual_treatment,summary_actual_treatment_effect,expect_Gilenya_relapse_rate,expect_Tecfidera_relapse_rate,expect_treatment,summary_expect_treatment_effect,AUC,Qini
0.037,0.196,-0.159,-0.281,0.100,0.150,-0.050,-0.054,0.808,0.041
0.212,0.090,0.122,-0.281,0.138,0.134,0.004,-0.054,0.808,0.041
0.102,0.125,-0.023,-0.009,0.099,0.148,-0.049,-0.053,0.676,0.003
0.135,0.149,-0.014,-0.009,0.139,0.135,0.004,-0.053,0.676,0.003
,,,,,,,,,
,,,,,,,,,
ntree=50; bag.fraction=0.3; mtry=7; interaction.depth=3,,,,,,,,,
Gilenya_relapse_rate,Tecfidera_relapse_rate,actual_treatment,summary_actual_treatment_effect,expect_Gilenya_relapse_rate,expect_Tecfidera_relapse_rate,expect_treatment,summary_expect_treatment_effect,AUC,Qini
0.064,0.183,-0.119,-0.197,0.107,0.144,-0.037,-0.031,0.748,0.030
0.177,0.099,0.078,-0.197,0.127,0.133,-0.005,-0.031,0.748,0.030
0.104,0.133,-0.029,-0.020,0.107,0.143,-0.036,-0.031,0.660,-0.002
0.133,0.142,-0.009,-0.020,0.128,0.133,-0.005,-0.031,0.660,-0.002
,,,,,,,,,
,,,,,,,,,
ntree=50; bag.fraction=0.3; mtry=7; interaction.depth=5,,,,,,,,,
Gilenya_relapse_rate,Tecfidera_relapse_rate,actual_treatment,summary_actual_treatment_effect,expect_Gilenya_relapse_rate,expect_Tecfidera_relapse_rate,expect_treatment,summary_expect_treatment_effect,AUC,Qini
0.046,0.192,-0.146,-0.250,0.101,0.148,-0.047,-0.052,0.795,0.043
0.192,0.088,0.104,-0.250,0.137,0.132,0.005,-0.052,0.795,0.043
0.099,0.117,-0.018,0.000,0.100,0.146,-0.046,-0.051,0.679,0.000
0.139,0.157,-0.018,0.000,0.138,0.133,0.005,-0.051,0.679,0.000
,,,,,,,,,
,,,,,,,,,
ntree=50; bag.fraction=0.3; mtry=7; interaction.depth=7,,,,,,,,,
Gilenya_relapse_rate,Tecfidera_relapse_rate,actual_treatment,summary_actual_treatment_effect,expect_Gilenya_relapse_rate,expect_Tecfidera_relapse_rate,expect_treatment,summary_expect_treatment_effect,AUC,Qini
0.047,0.207,-0.159,-0.277,0.100,0.151,-0.051,-0.055,0.796,0.043
0.195,0.077,0.118,-0.277,0.136,0.132,0.004,-0.055,0.796,0.043
0.091,0.142,-0.051,-0.064,0.098,0.150,-0.051,-0.056,0.661,0.002
0.147,0.133,0.013,-0.064,0.138,0.133,0.005,-0.056,0.661,0.002
,,,,,,,,,
,,,,,,,,,
ntree=50; bag.fraction=0.3; mtry=7; interaction.depth=9,,,,,,,,,
Gilenya_relapse_rate,Tecfidera_relapse_rate,actual_treatment,summary_actual_treatment_effect,expect_Gilenya_relapse_rate,expect_Tecfidera_relapse_rate,expect_treatment,summary_expect_treatment_effect,AUC,Qini
0.052,0.207,-0.156,-0.269,0.101,0.153,-0.052,-0.060,0.813,0.045
0.190,0.076,0.114,-0.269,0.137,0.129,0.008,-0.060,0.813,0.045
0.116,0.138,-0.023,-0.006,0.100,0.151,-0.051,-0.058,0.683,0.000
0.120,0.137,-0.017,-0.006,0.137,0.131,0.007,-0.058,0.683,0.000
,,,,,,,,,
,,,,,,,,,
ntree=50; bag.fraction=0.3; mtry=7; interaction.depth=11,,,,,,,,,
Gilenya_relapse_rate,Tecfidera_relapse_rate,actual_treatment,summary_actual_treatment_effect,expect_Gilenya_relapse_rate,expect_Tecfidera_relapse_rate,expect_treatment,summary_expect_treatment_effect,AUC,Qini
0.048,0.196,-0.148,-0.255,0.101,0.151,-0.050,-0.058,0.811,0.046
0.192,0.085,0.107,-0.255,0.136,0.129,0.008,-0.058,0.811,0.046
0.106,0.121,-0.016,0.007,0.101,0.148,-0.047,-0.054,0.674,0.002
0.131,0.153,-0.023,0.007,0.137,0.130,0.007,-0.054,0.674,0.002
,,,,,,,,,
,,,,,,,,,
ntree=50; bag.fraction=0.3; mtry=9; interaction.depth=3,,,,,,,,,
Gilenya_relapse_rate,Tecfidera_relapse_rate,actual_treatment,summary_actual_treatment_effect,expect_Gilenya_relapse_rate,expect_Tecfidera_relapse_rate,expect_treatment,summary_expect_treatment_effect,AUC,Qini
0.072,0.181,-0.110,-0.177,0.103,0.147,-0.044,-0.043,0.752,0.028
0.162,0.094,0.068,-0.177,0.131,0.132,-0.001,-0.043,0.752,0.028
0.101,0.142,-0.041,-0.043,0.103,0.147,-0.044,-0.043,0.657,0.003
0.135,0.133,0.002,-0.043,0.132,0.132,-0.001,-0.043,0.657,0.003
,,,,,,,,,
,,,,,,,,,
ntree=50; bag.fraction=0.3; mtry=9; interaction.depth=5,,,,,,,,,
Gilenya_relapse_rate,Tecfidera_relapse_rate,actual_treatment,summary_actual_treatment_effect,expect_Gilenya_relapse_rate,expect_Tecfidera_relapse_rate,expect_treatment,summary_expect_treatment_effect,AUC,Qini
0.041,0.193,-0.152,-0.265,0.099,0.149,-0.050,-0.060,0.805,0.041
0.201,0.089,0.112,-0.265,0.141,0.131,0.010,-0.060,0.805,0.041
0.104,0.127,-0.024,-0.007,0.100,0.148,-0.048,-0.060,0.646,0.001
0.132,0.148,-0.016,-0.007,0.141,0.129,0.012,-0.060,0.646,0.001
,,,,,,,,,
,,,,,,,,,
ntree=50; bag.fraction=0.3; mtry=9; interaction.depth=7,,,,,,,,,
Gilenya_relapse_rate,Tecfidera_relapse_rate,actual_treatment,summary_actual_treatment_effect,expect_Gilenya_relapse_rate,expect_Tecfidera_relapse_rate,expect_treatment,summary_expect_treatment_effect,AUC,Qini
0.054,0.194,-0.140,-0.239,0.099,0.153,-0.055,-0.064,0.815,0.041
0.187,0.088,0.099,-0.239,0.139,0.130,0.009,-0.064,0.815,0.041
0.105,0.118,-0.013,0.012,0.098,0.151,-0.053,-0.063,0.668,-0.001
0.132,0.157,-0.025,0.012,0.140,0.131,0.009,-0.063,0.668,-0.001
,,,,,,,,,
,,,,,,,,,
ntree=50; bag.fraction=0.3; mtry=9; interaction.depth=9,,,,,,,,,
Gilenya_relapse_rate,Tecfidera_relapse_rate,actual_treatment,summary_actual_treatment_effect,expect_Gilenya_relapse_rate,expect_Tecfidera_relapse_rate,expect_treatment,summary_expect_treatment_effect,AUC,Qini
0.034,0.190,-0.156,-0.273,0.100,0.147,-0.047,-0.054,0.810,0.047
0.208,0.091,0.117,-0.273,0.141,0.134,0.007,-0.054,0.810,0.047
0.109,0.130,-0.021,-0.002,0.099,0.145,-0.046,-0.053,0.680,-0.003
0.127,0.145,-0.018,-0.002,0.142,0.134,0.007,-0.053,0.680,-0.003
,,,,,,,,,
,,,,,,,,,
ntree=50; bag.fraction=0.3; mtry=9; interaction.depth=11,,,,,,,,,
Gilenya_relapse_rate,Tecfidera_relapse_rate,actual_treatment,summary_actual_treatment_effect,expect_Gilenya_relapse_rate,expect_Tecfidera_relapse_rate,expect_treatment,summary_expect_treatment_effect,AUC,Qini
0.054,0.211,-0.156,-0.270,0.103,0.153,-0.051,-0.058,0.814,0.043
0.186,0.072,0.114,-0.270,0.135,0.128,0.007,-0.058,0.814,0.043
0.115,0.141,-0.025,-0.012,0.103,0.153,-0.050,-0.057,0.675,-0.001
0.121,0.134,-0.014,-0.012,0.134,0.127,0.007,-0.057,0.675,-0.001
,,,,,,,,,
,,,,,,,,,
ntree=50; bag.fraction=0.3; mtry=10; interaction.depth=3,,,,,,,,,
Gilenya_relapse_rate,Tecfidera_relapse_rate,actual_treatment,summary_actual_treatment_effect,expect_Gilenya_relapse_rate,expect_Tecfidera_relapse_rate,expect_treatment,summary_expect_treatment_effect,AUC,Qini
0.072,0.177,-0.105,-0.167,0.108,0.147,-0.039,-0.036,0.739,0.033
0.162,0.099,0.063,-0.167,0.127,0.130,-0.004,-0.036,0.739,0.033
