response,sample_proportion,variable,num_sign_std,mean_OR_std,SD_OR_std,num_retain_stepwise,num_sign_stepwise,mean_OR_stepwise,SD_OR_stepwise,num_retain_lasso,num_sign_lasso,mean_OR_lasso,SD_OR_lasso,mean_OR_std_lasso,dif_OR_14,mean_OR_stepwise_lasso,dif_OR_16,var_description
persistent,0.5,idx_prodtype_P,3,0.792311152817091,0.216264810470537,24,10,0.639366732467146,0.21628936207564,100,3,0.792767604028756,0.215979557651639,0.792311152817091,0.00045645121166582,0.639366732467146,0.15340087156161,Index Provider type: Preferred Provided Organization
persistent,0.5,idx_prodtype_S,4,0.916746746354639,0.399906910678897,12,5,1.14280714200729,0.84593587753726,100,4,0.917277828763288,0.399599783760556,0.916746746354639,0.000531082408648964,1.14280714200729,-0.225529313244001,Index Provider type: Point of Service
persistent,0.5,idx_spec_01,0,0.777492490221474,0.267168552064965,12,0,0.653164708237249,0.526802986303843,100,0,0.78295996070471,0.26602641506254,0.777492490221474,0.00546747048323559,0.653164708237249,0.129795252467461,Index Prescribing physician specialty: General practice/Family practice 
persistent,0.5,idx_spec_02,8,0.5569190569719,0.2052012810779,30,9,0.465017475015962,0.110028553014156,100,8,0.560954332323921,0.204675917287485,0.5569190569719,0.00403527535202097,0.465017475015962,0.0959368573079593,Index Prescribing physician specialty: Internal medicine
persistent,0.5,idx_spec_03,5,0.59239998702687,0.17727995964616,50,25,0.631596647402589,0.158880378424911,100,5,0.596382147018522,0.175850293024221,0.59239998702687,0.00398215999165219,0.631596647402589,-0.0352145003840671,Index Prescribing physician specialty: Neurology
persistent,0.5,idx_spec_04,0,0.665370852180269,0.196459661491109,29,4,0.579388358375871,0.167108409375486,100,0,0.669808483090771,0.195207083649928,0.665370852180269,0.00443763091050287,0.579388358375871,0.0904201247149006,Index Prescribing physician specialty: Other
persistent,0.5,pre_comor1,29,1.29783556418079,0.145492921584518,56,30,1.38276496609432,0.093201486271873,100,29,1.29790947903841,0.145485511574728,1.29783556418079,7.39148576220927e-05,1.38276496609432,-0.0848554870559111,Boolean for pre-index symptoms and comorbidities: Numbness
persistent,0.5,pre_comor2,2,1.09528228257897,0.160609137189423,11,4,1.28450228775507,0.245423601565225,100,2,1.0953303390961,0.160604275301982,1.09528228257897,4.80565171283587e-05,1.28450228775507,-0.189171948658966,Boolean for pre-index symptoms and comorbidities: Walking (Gait), Balance, and Coordination Problems
persistent,0.5,pre_comor3,1,0.891967768709777,0.114928376924469,11,1,0.724328449817964,0.0226933444157459,100,1,0.892001440811695,0.114945976057023,0.891967768709777,3.36721019178476e-05,0.724328449817964,0.167672990993731,Boolean for pre-index symptoms and comorbidities: Dizziness and Vertigo
persistent,0.5,pre_comor4,1,0.98788721549413,0.145071665092269,4,1,1.05518381051026,0.365480235233029,100,1,0.987815071375268,0.145067000936648,0.98788721549413,-7.21441188621386e-05,1.05518381051026,-0.067368739134989,Boolean for pre-index symptoms and comorbidities: Muscle weakness/spasm/spasticity
persistent,0.5,pre_comor5,1,0.987136386788379,0.119014257954225,11,3,0.924714669501967,0.241079936867878,100,1,0.987134223292944,0.119008356545877,0.987136386788379,-2.16349543502581e-06,0.924714669501967,0.0624195537909771,Boolean for pre-index symptoms and comorbidities: Fatigue
persistent,0.5,pre_comor6,1,1.0577805315456,0.151223799154319,4,1,1.41456486672257,0.0951932681182965,100,1,1.05770128765771,0.151199314938234,1.0577805315456,-7.92438878853829e-05,1.41456486672257,-0.356863579064861,Boolean for pre-index symptoms and comorbidities: Bladder Dysfunction
persistent,0.5,pre_comor7,5,0.887773006177789,0.134667273460904,18,9,0.691790430107136,0.0382603387146275,100,5,0.887789724324595,0.134662125842754,0.887773006177789,1.67181468067046e-05,0.691790430107136,0.195999294217459,Boolean for pre-index symptoms and comorbidities: Bowel Dysfunction
persistent,0.5,pre_comor11,1,1.02360823450978,0.127046696927958,3,1,0.910477020338825,0.347238945844098,100,1,1.02354687574142,0.127034344211573,1.02360823450978,-6.13587683568895e-05,0.910477020338825,0.113069855402593,Boolean for pre-index symptoms and comorbidities: Visual Symptoms
persistent,0.5,pre_comor12,2,0.911497826434113,0.188584115224285,15,2,0.709912104687975,0.216248251916727,100,2,0.91158531284368,0.188592256729525,0.911497826434113,8.74864095669059e-05,0.709912104687975,0.201673208155704,Boolean for pre-index symptoms and comorbidities: Pain
persistent,0.5,pre_comor13,19,0.820431038443651,0.0968420269587843,53,30,0.735163723926907,0.0497569528832703,100,19,0.820401012635523,0.0968279220422062,0.820431038443651,-3.00258081280536e-05,0.735163723926907,0.0852372887086158,Boolean for pre-index symptoms and comorbidities: Headache
persistent,0.5,pre_comor14,4,0.836396299656774,0.22007891392615,16,4,0.57315304943457,0.0501978696121061,100,4,0.836505788415326,0.220039755757368,0.836396299656774,0.000109488758552656,0.57315304943457,0.263352738980757,Boolean for pre-index symptoms and comorbidities: Seizures
persistent,0.5,pre_comor15,9,0.808660533021748,0.173562903498017,30,12,0.616576361500618,0.0537174055509275,100,9,0.808551997365281,0.173472483271071,0.808660533021748,-0.000108535656466957,0.616576361500618,0.191975635864664,Boolean for pre-index symptoms and comorbidities: Tremor
persistent,0.5,pre_comor16,43,0.696534353100061,0.105162966695592,74,49,0.642579205960467,0.0654732216093533,100,43,0.696546101664474,0.10514543591329,0.696534353100061,1.17485644128834e-05,0.642579205960467,0.0539668957040067,Boolean for pre-index symptoms and comorbidities: Respiration/breathing problems
persistent,0.5,pre_comor23,7,0.875650888423569,0.0917700188809357,26,9,0.744678460147075,0.0508296235144492,100,7,0.875604431453222,0.0917612839186964,0.875650888423569,-4.64569703469975e-05,0.744678460147075,0.130925971306148,Boolean for pre-index symptoms and comorbidities: Depression Comorbidity
persistent,0.5,pre_comor24,0,1.03952009741251,0.192223220287206,3,0,1.50926452228864,0.061871936694096,100,0,1.03944055369304,0.192164674367107,1.03952009741251,-7.95437194724968e-05,1.50926452228864,-0.469823968595608,Boolean for pre-index symptoms and comorbidities: Diabetes mellitus
persistent,0.5,pre_comor25,8,1.16103912329094,0.145938775483523,16,6,1.36356590641965,0.0937607765296652,100,8,1.16102672423297,0.145936855818511,1.16103912329094,-1.23990579714572e-05,1.36356590641965,-0.202539182186682,Boolean for pre-index symptoms and comorbidities: Dyslipidemia
persistent,0.5,pre_comor27,1,1.06072990930265,0.224256255904169,6,1,0.937923333654584,0.466491950787876,100,1,1.06094649723001,0.224281427595759,1.06072990930265,0.000216587927367673,0.937923333654584,0.123023163575431,Boolean for pre-index symptoms and comorbidities: History of CVD
persistent,0.5,pre_comor30,11,1.47655310009142,0.294489645136588,40,6,1.71419872731171,0.149748428958796,100,11,1.47620482075782,0.29445943232113,1.47655310009142,-0.00034827933360071,1.71419872731171,-0.237993906553883,Boolean for pre-index symptoms and comorbidities: Obesity
persistent,0.5,pre_comor31,6,0.837929999799551,0.127352912913309,28,9,0.681116570151103,0.041893674461043,100,6,0.837839068744122,0.127324343199316,0.837929999799551,-9.09310554295661e-05,0.681116570151103,0.156722498593019,Boolean for pre-index symptoms and comorbidities: Tobacco use (including disorder)
persistent,0.5,pre_ampyra1,5,1.17846529846209,0.255812797614391,24,9,1.61128921833315,0.229101252901309,100,5,1.1784737142826,0.255841994948332,1.17846529846209,8.41582050115086e-06,1.61128921833315,-0.432815504050551,Boolean for pre-index ampyra use
persistent,0.5,pre_mri_any,2,0.917117730880218,0.108169979691046,13,5,0.75590591941574,0.0387014999152799,100,2,0.91705419509644,0.108165476569016,0.917117730880218,-6.35357837780459e-05,0.75590591941574,0.1611482756807,Boolean for pre-index MRI use
persistent,0.5,pre_90_cort_any,3,1.05709390666866,0.13810568619108,11,4,1.12207035478947,0.320759534716511,100,3,1.05716473842399,0.138102715293462,1.05709390666866,7.08317553272941e-05,1.12207035478947,-0.0649056163654782,Boolean for corticosteroid use within 90 days pre-index
persistent,0.5,pre_cort_oral,14,0.816454757328406,0.095121570022329,47,19,0.747543575253111,0.0458801613216462,100,14,0.816506071121388,0.0951112342755284,0.816454757328406,5.13137929818441e-05,0.747543575253111,0.068962495868277,Boolean for pre-index oral corticosteroid use
persistent,0.5,pre_cort_iv,28,0.749412123860519,0.105541306172047,60,27,0.718791376672213,0.0658485857843651,100,28,0.749454930871573,0.105540561451577,0.749412123860519,4.28070110546352e-05,0.718791376672213,0.03066355419936,Boolean for pre-index iv corticosteroid use
persistent,0.5,pre_relapse,29,1.41047305611089,0.193260722712732,61,36,1.47737739539521,0.154954835302184,100,29,1.41025366143711,0.193178089263351,1.41047305611089,-0.000219394673776296,1.47737739539521,-0.0671237339581019,Boolean for presence of pre-index relapse
persistent,0.5,num_pre_meds_upmedian,6,0.879251905858995,0.0908429323041498,33,17,0.758671202310228,0.0423220018243545,100,6,0.879190377288305,0.0908259337663833,0.879251905858995,-6.15285706899726e-05,0.758671202310228,0.120519174978078,NA
persistent,0.5,num_pre_op_dx_upmedian,2,1.0519619186067,0.116671412769343,6,2,1.21702891896172,0.219710057423789,100,2,1.05187731152317,0.116663748562126,1.0519619186067,-8.46070835318624e-05,1.21702891896172,-0.165151607438555,NA
persistent,0.5,pre_non_ms_total_allowed_upmedian,1,1.1207081073225,0.104396152460941,12,2,1.26332777233106,0.058866002187988,100,1,1.12080622089508,0.104411340223752,1.1207081073225,9.81135725810489e-05,1.26332777233106,-0.142521551435981,NA
persistent,0.5,pre_ms_total_allowed_upmedian,100,2.01123376881242,0.231517966612895,100,100,1.93361358126784,0.213342360000996,100,100,2.01105032801543,0.231535765222591,2.01123376881242,-0.000183440796994727,1.93361358126784,0.0774367467475869,NA
persistent,0.5,pchrlson_2,8,0.814521864626624,0.150546952151093,29,14,0.68937919197374,0.0729132914489429,100,8,0.814658566992485,0.150541011353938,0.814521864626624,0.000136702365861163,0.68937919197374,0.125279375018745,CCI score = 1
persistent,0.5,pchrlson_3,0,0.966103597703571,0.145011185430478,10,0,0.897907510132399,0.235697930639889,100,0,0.966237455768997,0.144999982911825,0.966103597703571,0.000133858065425541,0.897907510132399,0.0683299456365973,CCI score = 2+
