persistent		Frequency		Percent
----------------------------------------------------------------------------------------------------
persistent		response
103		1		0		0.00
104		0		3		1.00
104		1		0		0.00
105		0		1		1.00
105		1		0		0.00
106		0		4		1.00
106		1		0		0.00
107		0		2		1.00
107		1		0		0.00
108		0		4		1.00
108		1		0		0.00
109		0		2		1.00
109		1		0		0.00
110		0		2		1.00
110		1		0		0.00
111		0		6		1.00
111		1		0		0.00
112		0		6		1.00
112		1		0		0.00
113		0		6		1.00
113		1		0		0.00
114		0		8		1.00
114		1		0		0.00
115		0		4		1.00
115		1		0		0.00
116		0		4		1.00
116		1		0		0.00
117		0		3		1.00
117		1		0		0.00
118		0		7		1.00
118		1		0		0.00
119		0		3		1.00
119		1		0		0.00
121		0		1		1.00
121		1		0		0.00
122		0		1		1.00
122		1		0		0.00
123		0		1		1.00
123		1		0		0.00
125		0		1		1.00
125		1		0		0.00
127		0		2		1.00
127		1		0		0.00
131		0		1		1.00
131		1		0		0.00
132		0		1		1.00
132		1		0		0.00
133		0		1		1.00
133		1		0		0.00
134		0		1		1.00
134		1		0		0.00
142		0		1		1.00
142		1		0		0.00
145		0		3		1.00
145		1		0		0.00
146		0		2		1.00
146		1		0		0.00
157		0		3		1.00
157		1		0		0.00
158		0		1		1.00
158		1		0		0.00
162		0		1		1.00
162		1		0		0.00
165		0		1		1.00
165		1		0		0.00
170		0		1		1.00
170		1		0		0.00
175		0		1		1.00
175		1		0		0.00
176		0		1		1.00
176		1		0		0.00
180		0		0		0.00
180		1		2669		1.00

der_sex_female		Frequency		Percent
----------------------------------------------------------------------------------------------------
der_sex_female		response
0		0		143		0.19
0		1		620		0.81
1		0		536		0.21
1		1		2049		0.79

der_sex_male		Frequency		Percent
----------------------------------------------------------------------------------------------------
der_sex_male		response
0		0		536		0.21
0		1		2049		0.79
1		0		143		0.19
1		1		620		0.81

pat_region_E		Frequency		Percent
----------------------------------------------------------------------------------------------------
pat_region_E		response
0		0		483		0.20
0		1		1903		0.80
1		0		196		0.20
1		1		766		0.80

pat_region_MW		Frequency		Percent
----------------------------------------------------------------------------------------------------
pat_region_MW		response
0		0		442		0.20
0		1		1766		0.80
1		0		237		0.21
1		1		903		0.79

pat_region_S		Frequency		Percent
----------------------------------------------------------------------------------------------------
pat_region_S		response
0		0		478		0.20
0		1		1879		0.80
1		0		201		0.20
1		1		790		0.80

pat_region_W		Frequency		Percent
----------------------------------------------------------------------------------------------------
pat_region_W		response
0		0		634		0.20
0		1		2459		0.80
1		0		45		0.18
1		1		210		0.82

idx_paytype_C		Frequency		Percent
----------------------------------------------------------------------------------------------------
idx_paytype_C		response
0		0		232		0.21
0		1		881		0.79
1		0		447		0.20
1		1		1788		0.80

idx_paytype_M		Frequency		Percent
----------------------------------------------------------------------------------------------------
idx_paytype_M		response
0		0		672		0.20
0		1		2656		0.80
1		0		7		0.35
1		1		13		0.65

idx_paytype_R		Frequency		Percent
----------------------------------------------------------------------------------------------------
idx_paytype_R		response
0		0		672		0.20
0		1		2656		0.80
1		0		7		0.35
1		1		13		0.65

idx_paytype_S		Frequency		Percent
----------------------------------------------------------------------------------------------------
idx_paytype_S		response
0		0		463		0.20
0		1		1820		0.80
1		0		216		0.20
1		1		849		0.80

idx_paytype_U		Frequency		Percent
----------------------------------------------------------------------------------------------------
idx_paytype_U		response
0		0		677		0.20
0		1		2663		0.80
1		0		2		0.25
1		1		6		0.75

idx_prodtype_D		Frequency		Percent
----------------------------------------------------------------------------------------------------
idx_prodtype_D		response
0		0		674		0.20
0		1		2635		0.80
1		0		5		0.13
1		1		34		0.87

idx_prodtype_H		Frequency		Percent
----------------------------------------------------------------------------------------------------
idx_prodtype_H		response
0		0		604		0.20
0		1		2366		0.80
1		0		75		0.20
1		1		303		0.80

idx_prodtype_I		Frequency		Percent
----------------------------------------------------------------------------------------------------
idx_prodtype_I		response
0		0		666		0.20
0		1		2611		0.80
1		0		13		0.18
1		1		58		0.82

idx_prodtype_P		Frequency		Percent
----------------------------------------------------------------------------------------------------
idx_prodtype_P		response
0		0		126		0.19
0		1		535		0.81
1		0		553		0.21
1		1		2134		0.79

idx_prodtype_S		Frequency		Percent
----------------------------------------------------------------------------------------------------
idx_prodtype_S		response
0		0		649		0.20
0		1		2537		0.80
1		0		30		0.19
1		1		132		0.81

idx_prodtype_U		Frequency		Percent
----------------------------------------------------------------------------------------------------
idx_prodtype_U		response
0		0		676		0.20
0		1		2661		0.80
1		0		3		0.27
1		1		8		0.73

idx_spec_01		Frequency		Percent
----------------------------------------------------------------------------------------------------
idx_spec_01		response
0		0		644		0.20
0		1		2516		0.80
1		0		35		0.19
1		1		153		0.81

idx_spec_02		Frequency		Percent
----------------------------------------------------------------------------------------------------
idx_spec_02		response
0		0		649		0.20
0		1		2561		0.80
1		0		30		0.22
1		1		108		0.78

idx_spec_03		Frequency		Percent
----------------------------------------------------------------------------------------------------
idx_spec_03		response
0		0		324		0.19
0		1		1355		0.81
1		0		355		0.21
1		1		1314		0.79

idx_spec_04		Frequency		Percent
----------------------------------------------------------------------------------------------------
idx_spec_04		response
0		0		432		0.21
0		1		1651		0.79
1		0		247		0.20
1		1		1018		0.80

idx_spec_05		Frequency		Percent
----------------------------------------------------------------------------------------------------
idx_spec_05		response
0		0		667		0.20
0		1		2593		0.80
1		0		12		0.14
1		1		76		0.86

age_1		Frequency		Percent
----------------------------------------------------------------------------------------------------
age_1		response
0		0		564		0.20
0		1		2269		0.80
1		0		115		0.22
1		1		400		0.78

age_2		Frequency		Percent
----------------------------------------------------------------------------------------------------
age_2		response
0		0		510		0.21
0		1		1883		0.79
1		0		169		0.18
1		1		786		0.82

age_3		Frequency		Percent
----------------------------------------------------------------------------------------------------
age_3		response
0		0		440		0.20
0		1		1741		0.80
1		0		239		0.20
1		1		928		0.80

age_4		Frequency		Percent
----------------------------------------------------------------------------------------------------
age_4		response
0		0		523		0.20
0		1		2114		0.80
1		0		156		0.22
1		1		555		0.78

pchrlson_1		Frequency		Percent
----------------------------------------------------------------------------------------------------
pchrlson_1		response
0		0		216		0.22
0		1		777		0.78
1		0		463		0.20
1		1		1892		0.80

pchrlson_2		Frequency		Percent
----------------------------------------------------------------------------------------------------
pchrlson_2		response
0		0		573		0.20
0		1		2248		0.80
1		0		106		0.20
1		1		421		0.80

pchrlson_3		Frequency		Percent
----------------------------------------------------------------------------------------------------
pchrlson_3		response
0		0		569		0.20
0		1		2313		0.80
1		0		110		0.24
1		1		356		0.76

num_pre_meds_1		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_meds_1		response
0		0		567		0.20
0		1		2213		0.80
1		0		112		0.20
1		1		456		0.80

num_pre_meds_2		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_meds_2		response
0		0		488		0.21
0		1		1795		0.79
1		0		191		0.18
1		1		874		0.82

num_pre_meds_3		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_meds_3		response
0		0		526		0.21
0		1		1989		0.79
1		0		153		0.18
1		1		680		0.82

num_pre_meds_4		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_meds_4		response
0		0		456		0.18
0		1		2010		0.82
1		0		223		0.25
1		1		659		0.75

num_pre_op_dx_1		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_op_dx_1		response
0		0		535		0.20
0		1		2178		0.80
1		0		144		0.23
1		1		491		0.77

num_pre_op_dx_2		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_op_dx_2		response
0		0		500		0.20
0		1		1973		0.80
1		0		179		0.20
1		1		696		0.80

num_pre_op_dx_3		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_op_dx_3		response
0		0		506		0.21
0		1		1879		0.79
1		0		173		0.18
1		1		790		0.82

num_pre_op_dx_4		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_op_dx_4		response
0		0		496		0.20
0		1		1977		0.80
1		0		183		0.21
1		1		692		0.79

pre_non_ms_total_allowed_1		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_non_ms_total_allowed_1		response
0		0		513		0.20
0		1		1998		0.80
1		0		166		0.20
1		1		671		0.80

pre_non_ms_total_allowed_2		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_non_ms_total_allowed_2		response
0		0		514		0.20
0		1		1997		0.80
1		0		165		0.20
1		1		672		0.80

pre_non_ms_total_allowed_3		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_non_ms_total_allowed_3		response
0		0		516		0.21
0		1		1995		0.79
1		0		163		0.19
1		1		674		0.81

pre_non_ms_total_allowed_4		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_non_ms_total_allowed_4		response
0		0		494		0.20
0		1		2017		0.80
1		0		185		0.22
1		1		652		0.78

pre_ms_total_allowed_1		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_ms_total_allowed_1		response
0		0		471		0.19
0		1		2040		0.81
1		0		208		0.25
1		1		629		0.75

pre_ms_total_allowed_2		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_ms_total_allowed_2		response
0		0		470		0.19
0		1		2041		0.81
1		0		209		0.25
1		1		628		0.75

pre_ms_total_allowed_3		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_ms_total_allowed_3		response
0		0		541		0.22
0		1		1970		0.78
1		0		138		0.16
1		1		699		0.84

pre_ms_total_allowed_4		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_ms_total_allowed_4		response
0		0		555		0.22
0		1		1956		0.78
1		0		124		0.15
1		1		713		0.85

pre_non_ms_pharmacy_allowed_1		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_non_ms_pharmacy_allowed_1		response
0		0		521		0.21
0		1		1990		0.79
1		0		158		0.19
1		1		679		0.81

pre_non_ms_pharmacy_allowed_2		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_non_ms_pharmacy_allowed_2		response
0		0		506		0.20
0		1		2005		0.80
1		0		173		0.21
1		1		664		0.79

pre_non_ms_pharmacy_allowed_3		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_non_ms_pharmacy_allowed_3		response
0		0		497		0.20
0		1		2014		0.80
1		0		182		0.22
1		1		655		0.78

pre_non_ms_pharmacy_allowed_4		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_non_ms_pharmacy_allowed_4		response
0		0		513		0.20
0		1		1998		0.80
1		0		166		0.20
1		1		671		0.80

pre_ms_pharmacy_allowed_1		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_ms_pharmacy_allowed_1		response
0		0		481		0.19
0		1		2030		0.81
1		0		198		0.24
1		1		639		0.76

pre_ms_pharmacy_allowed_2		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_ms_pharmacy_allowed_2		response
0		0		459		0.18
0		1		2052		0.82
1		0		220		0.26
1		1		617		0.74

pre_ms_pharmacy_allowed_3		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_ms_pharmacy_allowed_3		response
0		0		547		0.22
0		1		1964		0.78
1		0		132		0.16
1		1		705		0.84

pre_ms_pharmacy_allowed_4		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_ms_pharmacy_allowed_4		response
0		0		550		0.22
0		1		1961		0.78
1		0		129		0.15
1		1		708		0.85

pre_non_ms_medical_allowed_1		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_non_ms_medical_allowed_1		response
0		0		508		0.20
0		1		2003		0.80
1		0		171		0.20
1		1		666		0.80

pre_non_ms_medical_allowed_2		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_non_ms_medical_allowed_2		response
0		0		520		0.21
0		1		1991		0.79
1		0		159		0.19
1		1		678		0.81

pre_non_ms_medical_allowed_3		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_non_ms_medical_allowed_3		response
0		0		512		0.20
0		1		1999		0.80
1		0		167		0.20
1		1		670		0.80

pre_non_ms_medical_allowed_4		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_non_ms_medical_allowed_4		response
0		0		497		0.20
0		1		2014		0.80
1		0		182		0.22
1		1		655		0.78

pre_ms_medical_allowed_1		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_ms_medical_allowed_1		response
0		0		518		0.21
0		1		1993		0.79
1		0		161		0.19
1		1		676		0.81

pre_ms_medical_allowed_2		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_ms_medical_allowed_2		response
0		0		493		0.20
0		1		2018		0.80
1		0		186		0.22
1		1		651		0.78

pre_ms_medical_allowed_3		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_ms_medical_allowed_3		response
0		0		503		0.20
0		1		2008		0.80
1		0		176		0.21
1		1		661		0.79

pre_ms_medical_allowed_4		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_ms_medical_allowed_4		response
0		0		523		0.21
0		1		1988		0.79
1		0		156		0.19
1		1		681		0.81

pre_rx_any		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_rx_any		response
0		0		234		0.24
0		1		747		0.76
1		0		445		0.19
1		1		1922		0.81

pre_rx1		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_rx1		response
0		0		679		0.20
0		1		2669		0.80

pre_rx2		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_rx2		response
0		0		500		0.20
0		1		1994		0.80
1		0		179		0.21
1		1		675		0.79

pre_rx3		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_rx3		response
0		0		601		0.20
0		1		2361		0.80
1		0		78		0.20
1		1		308		0.80

pre_rx4		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_rx4		response
0		0		677		0.20
0		1		2657		0.80
1		0		2		0.14
1		1		12		0.86

pre_rx5		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_rx5		response
0		0		637		0.21
0		1		2443		0.79
1		0		42		0.16
1		1		226		0.84

pre_rx6		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_rx6		response
0		0		597		0.20
0		1		2318		0.80
1		0		82		0.19
1		1		351		0.81

pre_rx7		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_rx7		response
0		0		595		0.21
0		1		2207		0.79
1		0		84		0.15
1		1		462		0.85

pre_rx8		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_rx8		response
0		0		678		0.20
0		1		2669		0.80
1		0		1		1.00
1		1		0		0.00

pre_rx9		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_rx9		response
0		0		677		0.20
0		1		2663		0.80
1		0		2		0.25
1		1		6		0.75

pre_rx10		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_rx10		response
0		0		679		0.20
0		1		2669		0.80

pre_rx11		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_rx11		response
0		0		674		0.20
0		1		2657		0.80
1		0		5		0.29
1		1		12		0.71

pre_comor1		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor1		response
0		0		538		0.21
0		1		2069		0.79
1		0		141		0.19
1		1		600		0.81

pre_comor2		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor2		response
0		0		536		0.20
0		1		2092		0.80
1		0		143		0.20
1		1		577		0.80

pre_comor3		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor3		response
0		0		596		0.20
0		1		2396		0.80
1		0		83		0.23
1		1		273		0.77

pre_comor4		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor4		response
0		0		562		0.20
0		1		2240		0.80
1		0		117		0.21
1		1		429		0.79

pre_comor5		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor5		response
0		0		454		0.20
0		1		1843		0.80
1		0		225		0.21
1		1		826		0.79

pre_comor6		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor6		response
0		0		589		0.20
0		1		2322		0.80
1		0		90		0.21
1		1		347		0.79

pre_comor7		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor7		response
0		0		597		0.20
0		1		2403		0.80
1		0		82		0.24
1		1		266		0.76

pre_comor8		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor8		response
0		0		655		0.20
0		1		2610		0.80
1		0		24		0.29
1		1		59		0.71

pre_comor9		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor9		response
0		0		672		0.20
0		1		2628		0.80
1		0		7		0.15
1		1		41		0.85

pre_comor10		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor10		response
0		0		653		0.20
0		1		2610		0.80
1		0		26		0.31
1		1		59		0.69

pre_comor11		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor11		response
0		0		580		0.20
0		1		2288		0.80
1		0		99		0.21
1		1		381		0.79

pre_comor12		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor12		response
0		0		625		0.20
0		1		2511		0.80
1		0		54		0.25
1		1		158		0.75

pre_comor13		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor13		response
0		0		503		0.19
0		1		2106		0.81
1		0		176		0.24
1		1		563		0.76

pre_comor14		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor14		response
0		0		651		0.20
0		1		2583		0.80
1		0		28		0.25
1		1		86		0.75

pre_comor15		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor15		response
0		0		635		0.20
0		1		2530		0.80
1		0		44		0.24
1		1		139		0.76

pre_comor16		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor16		response
0		0		592		0.20
0		1		2436		0.80
1		0		87		0.27
1		1		233		0.73

pre_comor17		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor17		response
0		0		659		0.20
0		1		2637		0.80
1		0		20		0.38
1		1		32		0.62

pre_comor18		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor18		response
0		0		679		0.20
0		1		2669		0.80

pre_comor19		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor19		response
0		0		672		0.20
0		1		2663		0.80
1		0		7		0.54
1		1		6		0.46

pre_comor20		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor20		response
0		0		676		0.20
0		1		2652		0.80
1		0		3		0.15
1		1		17		0.85

pre_comor21		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor21		response
0		0		679		0.20
0		1		2669		0.80

pre_comor22		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor22		response
0		0		678		0.20
0		1		2654		0.80
1		0		1		0.06
1		1		15		0.94

pre_comor23		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor23		response
0		0		511		0.19
0		1		2115		0.81
1		0		168		0.23
1		1		554		0.77

pre_comor24		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor24		response
0		0		629		0.20
0		1		2491		0.80
1		0		50		0.22
1		1		178		0.78

pre_comor25		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor25		response
0		0		517		0.20
0		1		2011		0.80
1		0		162		0.20
1		1		658		0.80

pre_comor26		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor26		response
0		0		654		0.20
0		1		2610		0.80
1		0		25		0.30
1		1		59		0.70

pre_comor27		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor27		response
0		0		638		0.20
0		1		2516		0.80
1		0		41		0.21
1		1		153		0.79

pre_comor28		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor28		response
0		0		674		0.20
0		1		2648		0.80
1		0		5		0.19
1		1		21		0.81

pre_comor29		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor29		response
0		0		660		0.20
0		1		2625		0.80
1		0		19		0.30
1		1		44		0.70

pre_comor30		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor30		response
0		0		645		0.20
0		1		2520		0.80
1		0		34		0.19
1		1		149		0.81

pre_comor31		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor31		response
0		0		606		0.20
0		1		2452		0.80
1		0		73		0.25
1		1		217		0.75

pre_comor32		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor32		response
0		0		673		0.20
0		1		2653		0.80
1		0		6		0.27
1		1		16		0.73

pre_comor33		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_comor33		response
0		0		657		0.20
0		1		2597		0.80
1		0		22		0.23
1		1		72		0.77

pre_ampyra1		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_ampyra1		response
0		0		626		0.21
0		1		2407		0.79
1		0		53		0.17
1		1		262		0.83

pre_mri_any		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_mri_any		response
0		0		160		0.20
0		1		655		0.80
1		0		519		0.20
1		1		2014		0.80

pre_90_mri_any		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_90_mri_any		response
0		0		435		0.21
0		1		1663		0.79
1		0		244		0.20
1		1		1006		0.80

num_pre_mri_any_1		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_mri_any_1		response
0		0		519		0.20
0		1		2014		0.80
1		0		160		0.20
1		1		655		0.80

num_pre_mri_any_2		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_mri_any_2		response
0		0		476		0.20
0		1		1945		0.80
1		0		203		0.22
1		1		724		0.78

num_pre_mri_any_3		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_mri_any_3		response
0		0		467		0.20
0		1		1854		0.80
1		0		212		0.21
1		1		815		0.79

num_pre_mri_any_4		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_mri_any_4		response
0		0		575		0.21
0		1		2194		0.79
1		0		104		0.18
1		1		475		0.82

pre_90_cort_any		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_90_cort_any		response
0		0		496		0.20
0		1		1987		0.80
1		0		183		0.21
1		1		682		0.79

pre_cort_oral		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_cort_oral		response
0		0		426		0.19
0		1		1801		0.81
1		0		253		0.23
1		1		868		0.77

num_pre_cort_oral_1		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_cort_oral_1		response
0		0		253		0.23
0		1		868		0.77
1		0		426		0.19
1		1		1801		0.81

num_pre_cort_oral_2		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_cort_oral_2		response
0		0		519		0.19
0		1		2155		0.81
1		0		160		0.24
1		1		514		0.76

num_pre_cort_oral_3		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_cort_oral_3		response
0		0		586		0.20
0		1		2315		0.80
1		0		93		0.21
1		1		354		0.79

pre_cort_iv		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_cort_iv		response
0		0		431		0.20
0		1		1775		0.80
1		0		248		0.22
1		1		894		0.78

num_pre_cort_iv_1		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_cort_iv_1		response
0		0		248		0.22
0		1		894		0.78
1		0		431		0.20
1		1		1775		0.80

num_pre_cort_iv_2		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_cort_iv_2		response
0		0		540		0.20
0		1		2188		0.80
1		0		139		0.22
1		1		481		0.78

num_pre_cort_iv_3		Frequency		Percent
----------------------------------------------------------------------------------------------------
num_pre_cort_iv_3		response
0		0		570		0.20
0		1		2256		0.80
1		0		109		0.21
1		1		413		0.79

pre_relapse		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_relapse		response
0		0		424		0.20
0		1		1670		0.80
1		0		255		0.20
1		1		999		0.80

pre_relapse_90		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_relapse_90		response
0		0		553		0.20
0		1		2166		0.80
1		0		126		0.20
1		1		503		0.80

pre_ip_relapse		Frequency		Percent
----------------------------------------------------------------------------------------------------
pre_ip_relapse		response
0		0		650		0.20
0		1		2569		0.80
1		0		29		0.22
1		1		100		0.78

num_pre_relapses_1		Frequency		Percent
----------------------------------------------------------------------------------------------------
