response,sample_proportion,variable,num_sign_std,mean_OR_std,SD_OR_std,num_retain_stepwise,num_sign_stepwise,mean_OR_stepwise,SD_OR_stepwise,num_retain_lasso,num_sign_lasso,mean_OR_lasso,SD_OR_lasso,mean_OR_std_lasso,dif_OR_14,mean_OR_stepwise_lasso,dif_OR_16,var_description
persistent,0.1194743130227,idx_prodtype_P,2,0.946925167019135,0.996640735865254,31,9,0.608199857694945,0.89422655634799,100,2,0.946962666781873,0.994691384336678,0.946925167019135,3.74997627385909e-05,0.608199857694945,0.338762809086928,Index Provider type: Preferred Provided Organization
persistent,0.1194743130227,idx_prodtype_S,4,38557.8507077001,385564.616090755,32,5,129809.250270554,734302.432183788,100,4,36.7231346665035,353.34452872091,38557.8507077001,-38521.1275730336,129809.250270554,-129772.527135887,Index Provider type: Point of Service
persistent,0.1194743130227,idx_spec_01,0,456205.845504713,4562043.01785008,25,7,456948.407241379,2284731.82274502,100,0,210.951726137015,2092.52543915963,456205.845504713,-455994.893778576,456948.407241379,-456737.455515242,Index Prescribing physician specialty: General practice/Family practice 
persistent,0.1194743130227,idx_spec_02,1,1.62387213147249,5.09359265501298,23,3,1.74322452840255,5.00773307478863,100,1,2.25556165493857,8.11238134866924,1.62387213147249,0.631689523466072,1.74322452840255,0.51233712653602,Index Prescribing physician specialty: Internal medicine
persistent,0.1194743130227,idx_spec_03,0,0.954096771637925,1.53310636669679,37,14,0.675122993686611,1.34081769280973,100,0,0.9536668740962,1.52019528566034,0.954096771637925,-0.000429897541725288,0.675122993686611,0.278543880409589,Index Prescribing physician specialty: Neurology
persistent,0.1194743130227,idx_spec_04,1,1.0723253637586,1.6390385177769,30,8,0.843111621065753,1.58746114247677,100,1,1.07228843510819,1.62627368808517,1.0723253637586,-3.69286504078303e-05,0.843111621065753,0.22917681404244,Index Prescribing physician specialty: Other
persistent,0.1194743130227,pre_comor1,9,1.49434616694529,0.557337209490948,27,10,1.87758537651245,0.55399035603967,100,9,1.49412267745501,0.557030763271247,1.49434616694529,-0.00022348949028328,1.87758537651245,-0.383462699057444,Boolean for pre-index symptoms and comorbidities: Numbness
persistent,0.1194743130227,pre_comor2,8,1.27703747591091,0.620820687157504,23,8,1.65770760832611,0.827657151240855,100,8,1.27682651238841,0.620442935354912,1.27703747591091,-0.000210963522497609,1.65770760832611,-0.380881095937706,Boolean for pre-index symptoms and comorbidities: Walking (Gait), Balance, and Coordination Problems
persistent,0.1194743130227,pre_comor3,11,0.959209487166434,0.57427205137235,24,10,0.900816988455585,0.851821898791065,100,11,0.959207080207585,0.57405166164866,0.959209487166434,-2.40695884889952e-06,0.900816988455585,0.0583900917520003,Boolean for pre-index symptoms and comorbidities: Dizziness and Vertigo
persistent,0.1194743130227,pre_comor4,9,1.00872279006079,0.50027863309096,18,5,0.848783125599092,0.654590633286796,100,9,1.00863255175796,0.500218967441109,1.00872279006079,-9.0238302824508e-05,0.848783125599092,0.159849426158873,Boolean for pre-index symptoms and comorbidities: Muscle weakness/spasm/spasticity
persistent,0.1194743130227,pre_comor5,11,1.1135925537764,0.467281179347681,24,9,1.27785224654963,0.693823088628807,100,11,1.11362981514686,0.467085897777586,1.1135925537764,3.72613704642255e-05,1.27785224654963,-0.164222431402768,Boolean for pre-index symptoms and comorbidities: Fatigue
persistent,0.1194743130227,pre_comor6,5,1.2271452510722,0.592898948474042,16,8,1.34305455068797,1.07886388784484,100,5,1.22698235719266,0.592651142440699,1.2271452510722,-0.000162893879541937,1.34305455068797,-0.116072193495306,Boolean for pre-index symptoms and comorbidities: Bladder Dysfunction
persistent,0.1194743130227,pre_comor7,4,0.933922157808569,0.482357456454188,15,6,0.865559409503776,1.16202266828229,100,4,0.933791516504538,0.482177956618031,0.933922157808569,-0.000130641304030954,0.865559409503776,0.0682321070007627,Boolean for pre-index symptoms and comorbidities: Bowel Dysfunction
persistent,0.1194743130227,pre_comor11,4,1.1022323063364,0.539523379760985,17,4,1.36977388903954,0.885406869426425,100,4,1.10219012039799,0.539558430703855,1.1022323063364,-4.2185938411432e-05,1.36977388903954,-0.267583768641549,Boolean for pre-index symptoms and comorbidities: Visual Symptoms
persistent,0.1194743130227,pre_comor12,6,1.09261213512298,1.04639732735124,18,7,1.36819717457163,1.92952102983173,100,6,1.09147791683755,1.03982543624624,1.09261213512298,-0.00113421828543192,1.36819717457163,-0.276719257734078,Boolean for pre-index symptoms and comorbidities: Pain
persistent,0.1194743130227,pre_comor13,5,0.929652104750626,0.410059108756267,21,9,0.689473811786305,0.469675233619,100,5,0.929522078514581,0.409697413611494,0.929652104750626,-0.000130026236044523,0.689473811786305,0.240048266728277,Boolean for pre-index symptoms and comorbidities: Headache
persistent,0.1194743130227,pre_comor14,2,497135.769899628,2724038.00361388,20,4,1496247.20019075,3353524.00771937,100,2,332.918073095981,1695.61275372291,497135.769899628,-496802.851826532,1496247.20019075,-1495914.28211765,Boolean for pre-index symptoms and comorbidities: Seizures
persistent,0.1194743130227,pre_comor15,9,124709.024576881,1247076.96278951,23,9,592379.87468436,2840945.96000596,100,9,44.1432735533049,428.153944266445,124709.024576881,-124664.881303327,592379.87468436,-592335.731410807,Boolean for pre-index symptoms and comorbidities: Tremor
persistent,0.1194743130227,pre_comor16,17,0.782646688682372,0.432289918134631,33,21,0.445307609868045,0.333216102038632,100,17,0.782556510098363,0.432087834986086,0.782646688682372,-9.01785840089486e-05,0.445307609868045,0.337248900230318,Boolean for pre-index symptoms and comorbidities: Respiration/breathing problems
persistent,0.1194743130227,pre_comor23,6,0.969504229598653,0.45175909588125,21,5,0.959889504440491,0.663953365505832,100,6,0.969469407887594,0.451622611135439,0.969504229598653,-3.48217110592852e-05,0.959889504440491,0.00957990344710302,Boolean for pre-index symptoms and comorbidities: Depression Comorbidity
persistent,0.1194743130227,pre_comor24,6,1.57678808019564,1.86076767407069,21,6,2.92888178629601,3.33961561222396,100,6,1.57674388958693,1.86016152618572,1.57678808019564,-4.41906087127464e-05,2.92888178629601,-1.35213789670908,Boolean for pre-index symptoms and comorbidities: Diabetes mellitus
persistent,0.1194743130227,pre_comor25,7,1.19584171984352,0.514303927644233,18,7,1.48294308913511,0.791038199440148,100,7,1.19597084858618,0.514356873069191,1.19584171984352,0.000129128742660578,1.48294308913511,-0.286972240548933,Boolean for pre-index symptoms and comorbidities: Dyslipidemia
persistent,0.1194743130227,pre_comor27,6,1.35082896144208,1.24226923822384,25,5,1.96713241522097,2.02337030077888,100,6,1.35073577918096,1.24153008947119,1.35082896144208,-9.31822611178745e-05,1.96713241522097,-0.616396636040012,Boolean for pre-index symptoms and comorbidities: History of CVD
persistent,0.1194743130227,pre_comor30,4,82925.3187106974,829232.490440799,21,3,254574.556094252,1166587.88103005,100,4,61.393399110273,593.2451667977,82925.3187106974,-82863.9253115871,254574.556094252,-254513.162695142,Boolean for pre-index symptoms and comorbidities: Obesity
persistent,0.1194743130227,pre_comor31,6,1.07270039956349,0.864006360616434,15,9,1.09353117780161,1.79599084734968,100,6,1.07264461363978,0.863641483349142,1.07270039956349,-5.57859237058089e-05,1.09353117780161,-0.0208865641618334,Boolean for pre-index symptoms and comorbidities: Tobacco use (including disorder)
persistent,0.1194743130227,pre_ampyra1,12,1.70530493613878,1.31093955381675,28,10,2.77800983499595,1.83673015398522,100,12,1.70499761403714,1.31036248965795,1.70530493613878,-0.000307322101632534,2.77800983499595,-1.07301222095881,Boolean for pre-index ampyra use
persistent,0.1194743130227,pre_mri_any,5,1.00492233616684,0.420494808889228,11,5,1.0676705039646,0.807759388003223,100,5,1.00488068234352,0.420485808575956,1.00492233616684,-4.16538233221075e-05,1.0676705039646,-0.0627898216210816,Boolean for pre-index MRI use
persistent,0.1194743130227,pre_90_cort_any,7,1.22175904028479,0.525695663499337,18,6,1.51251993549882,0.797323999349607,100,7,1.22165533874401,0.525613305160909,1.22175904028479,-0.000103701540780765,1.51251993549882,-0.290864596754811,Boolean for corticosteroid use within 90 days pre-index
persistent,0.1194743130227,pre_cort_oral,10,0.791121699495531,0.304430518682308,23,12,0.574482745217692,0.233761390195242,100,10,0.791209655519181,0.304338220145113,0.791121699495531,8.79560236505261e-05,0.574482745217692,0.216726910301489,Boolean for pre-index oral corticosteroid use
persistent,0.1194743130227,pre_cort_iv,19,0.75464493530363,0.338895168256971,34,19,0.580693439962981,0.373826543120786,100,19,0.754718921874699,0.338911364679122,0.75464493530363,7.39865710684962e-05,0.580693439962981,0.174025481911718,Boolean for pre-index iv corticosteroid use
persistent,0.1194743130227,pre_relapse,13,1.74898368501953,0.987898300947145,33,19,2.26356274260364,0.919100689145184,100,13,1.74854269053652,0.987396210373389,1.74898368501953,-0.000440994483008827,2.26356274260364,-0.515020052067115,Boolean for presence of pre-index relapse
persistent,0.1194743130227,num_pre_meds_upmedian,10,0.919114936331873,0.344271330805682,22,16,0.60562030275219,0.385645820936298,100,10,0.919085221924463,0.344202091274097,0.919114936331873,-2.97144074099531e-05,0.60562030275219,0.313464919172273,NA
persistent,0.1194743130227,num_pre_op_dx_upmedian,6,1.01044182569625,0.357252274337898,15,6,0.934647483859454,0.565277584071435,100,6,1.01042813473211,0.357206255382646,1.01044182569625,-1.36909641399452e-05,0.934647483859454,0.0757806508726515,NA
persistent,0.1194743130227,pre_non_ms_total_allowed_upmedian,7,1.22533975923939,0.465690111129744,24,12,1.41872857087485,0.630440245244834,100,7,1.22534623147541,0.465521905446625,1.22533975923939,6.4722360182401e-06,1.41872857087485,-0.193382339399438,NA
persistent,0.1194743130227,pre_ms_total_allowed_upmedian,56,2.43354334232767,1.0196472722834,84,77,2.47157819229374,0.757871980658574,100,56,2.43309248158631,1.01925818099255,2.43354334232767,-0.000450860741366466,2.47157819229374,-0.0384857107074321,NA
persistent,0.1194743130227,pchrlson_2,7,0.918880077710716,0.630714529412811,25,14,1.02621392477973,1.05332229733979,100,7,0.919059614415951,0.630817784108206,0.918880077710716,0.000179536705234296,1.02621392477973,-0.107154310363777,CCI score = 1
persistent,0.1194743130227,pchrlson_3,5,0.931493549894665,0.441999479127794,15,8,0.866723994145256,0.743181090982286,100,5,0.9316058917839,0.441967514308796,0.931493549894665,0.000112341889235035,0.866723994145256,0.0648818976386439,CCI score = 2+
