variable,num_sign_std,mean_OR_std,D_OR_std,num_retain_stepwise,num_sign_stepwise,mean_OR_stepwise,SD_OR_stepwise,num_retain_lasso,num_sign_lasso,mean_OR_lasso,SD_OR_lasso,mean_OR_std_lasso,dif_OR_14,mean_OR_stepwise_lasso,dif_OR_16,var_description
idx_prodtype_P,0,0.821776188976039,0.211582574359968,15,2,0.658525119703905,0.0833332933617029,100,0,0.822073441075451,0.211224731775339,0.821776188976039,0.000297252099412559,0.658525119703905,0.163548321371547,Index Provider type: Preferred Provided Organization
idx_prodtype_S,1,0.962394888566773,0.357946844708502,5,3,1.37961363106281,0.905068266017324,100,1,0.962779583804405,0.357531152541022,0.962394888566773,0.000384695237631627,1.37961363106281,-0.41683404725841,Index Provider type: Point of Service
idx_spec_01,6,0.733375784535661,0.312444497845687,19,6,0.557773834656967,0.55361591954339,100,6,0.739164541034886,0.311185135286205,0.733375784535661,0.00578875649922517,0.557773834656967,0.181390706377919,Index Prescribing physician specialty: General practice/Family practice 
idx_spec_02,10,0.540776671091433,0.243553768180909,28,11,0.426097385971298,0.30286316584039,100,10,0.545076177019995,0.242715699383951,0.540776671091433,0.00429950592856188,0.426097385971298,0.118978791048697,Index Prescribing physician specialty: Internal medicine
idx_spec_03,15,0.577519911073418,0.219258136552113,44,24,0.563191467443922,0.227309282236949,100,15,0.582009439718723,0.21813249119454,0.577519911073418,0.00448952864530494,0.563191467443922,0.0188179722748011,Index Prescribing physician specialty: Neurology
idx_spec_04,8,0.640010855500372,0.241053151518733,26,8,0.453759937744381,0.189378992641366,100,8,0.644903267744253,0.239758534730163,0.640010855500372,0.00489241224388082,0.453759937744381,0.191143329999872,Index Prescribing physician specialty: Other
pre_comor1,22,1.29292259134264,0.169190798498946,57,22,1.37409341874337,0.117816233977053,100,22,1.29296762860566,0.169177942425203,1.29292259134264,4.50372630169671e-05,1.37409341874337,-0.0811257901377089,Boolean for pre-index symptoms and comorbidities: Numbness
pre_comor2,1,1.10340171747509,0.15922608857496,16,1,1.2609211473168,0.190876077690557,100,1,1.1034717479157,0.159223825137064,1.10340171747509,7.00304406062724e-05,1.2609211473168,-0.157449399401105,Boolean for pre-index symptoms and comorbidities: Walking (Gait), Balance, and Coordination Problems
pre_comor3,2,0.917120651154626,0.147474411225083,12,2,0.770872897993365,0.216169387698481,100,2,0.917164020417355,0.147468277678142,0.917120651154626,4.3369262728965e-05,0.770872897993365,0.14629112242399,Boolean for pre-index symptoms and comorbidities: Dizziness and Vertigo
pre_comor4,0,0.981596980708987,0.129875851321243,10,2,0.854466241815183,0.23484986426376,100,0,0.981530852530459,0.129863820821608,0.981596980708987,-6.61281785279133e-05,0.854466241815183,0.127064610715276,Boolean for pre-index symptoms and comorbidities: Muscle weakness/spasm/spasticity
pre_comor5,3,0.962643344060412,0.110617656565661,15,3,0.880485661922655,0.212006487826374,100,3,0.962636720138797,0.110598280242086,0.962643344060412,-6.62392161521197e-06,0.880485661922655,0.0821510582161422,Boolean for pre-index symptoms and comorbidities: Fatigue
pre_comor6,3,1.07392346759351,0.183114712757417,12,4,1.19409554874505,0.369198982616506,100,3,1.07383609389913,0.183064953539214,1.07392346759351,-8.73736943796111e-05,1.19409554874505,-0.120259454845921,Boolean for pre-index symptoms and comorbidities: Bladder Dysfunction
pre_comor7,1,0.909720425741177,0.125020873563714,13,2,0.718880046571314,0.0325225926362797,100,1,0.9097149187227,0.125004769362227,0.909720425741177,-5.50701847734647e-06,0.718880046571314,0.190834872151386,Boolean for pre-index symptoms and comorbidities: Bowel Dysfunction
pre_comor11,0,1.02197311315835,0.14463297742904,7,0,1.09439919153637,0.326949486991069,100,0,1.02190647651243,0.144613835784019,1.02197311315835,-6.66366459227685e-05,1.09439919153637,-0.0724927150239447,Boolean for pre-index symptoms and comorbidities: Visual Symptoms
pre_comor12,2,0.927618978510914,0.192830058354328,14,7,0.637444193662378,0.0408775642472412,100,2,0.927680246445068,0.192845398895645,0.927618978510914,6.12679341537303e-05,0.637444193662378,0.290236052782689,Boolean for pre-index symptoms and comorbidities: Pain
pre_comor13,14,0.834412339993821,0.0952112126623967,43,22,0.742662355643439,0.0445177568590462,100,14,0.834388838285101,0.0952095523288642,0.834412339993821,-2.35017087207856e-05,0.742662355643439,0.0917264826416616,Boolean for pre-index symptoms and comorbidities: Headache
pre_comor14,2,0.835149705723813,0.222305116083664,12,2,0.565018580453471,0.0742973329586607,100,2,0.83526111544514,0.222271787138906,0.835149705723813,0.00011140972132706,0.565018580453471,0.270242534991669,Boolean for pre-index symptoms and comorbidities: Seizures
pre_comor15,6,0.846334680138732,0.185521981618765,18,6,0.620556354001185,0.0505610207650869,100,6,0.846257078343075,0.185485733608053,0.846334680138732,-7.76017956577446e-05,0.620556354001185,0.225700724341889,Boolean for pre-index symptoms and comorbidities: Tremor
pre_comor16,44,0.690092671661599,0.0988994328175092,70,49,0.634181301210342,0.0602507690448912,100,44,0.690101473601293,0.0988989702606141,0.690092671661599,8.80193969332588e-06,0.634181301210342,0.0559201723909505,Boolean for pre-index symptoms and comorbidities: Respiration/breathing problems
pre_comor23,9,0.884358279448462,0.122841108972016,35,18,0.747852575083797,0.0332003739555867,100,9,0.884319979905067,0.122807168168119,0.884358279448462,-3.82995433952926e-05,0.747852575083797,0.13646740482127,Boolean for pre-index symptoms and comorbidities: Depression Comorbidity
pre_comor24,2,1.02545529763132,0.221328183953891,5,2,0.935658945363538,0.608905602273458,100,2,1.02538634507142,0.221301963448729,1.02545529763132,-6.89525599051333e-05,0.935658945363538,0.0897273997078816,Boolean for pre-index symptoms and comorbidities: Diabetes mellitus
pre_comor25,2,1.14018759955045,0.125236964949617,13,2,1.2946381741872,0.0486679637943346,100,2,1.14017511109187,0.125214623160977,1.14018759955045,-1.24884585763763e-05,1.2946381741872,-0.154463063095332,Boolean for pre-index symptoms and comorbidities: Dyslipidemia
pre_comor27,0,1.02820303132247,0.250602862188581,7,0,1.42902912672799,0.518136300763862,100,0,1.02839967675118,0.250624051425772,1.02820303132247,0.000196645428716558,1.42902912672799,-0.400629449976808,Boolean for pre-index symptoms and comorbidities: History of CVD
pre_comor30,6,1.4544530003631,0.301838059332628,35,7,1.73844487240102,0.24081551751432,100,6,1.45409489993936,0.301688904949259,1.4544530003631,-0.000358100423739183,1.73844487240102,-0.284349972461666,Boolean for pre-index symptoms and comorbidities: Obesity
pre_comor31,5,0.860709622010485,0.148429287240071,22,10,0.670285979966436,0.056540641076613,100,5,0.86063455213347,0.148381085209622,0.860709622010485,-7.50698770148883e-05,0.670285979966436,0.190348572167034,Boolean for pre-index symptoms and comorbidities: Tobacco use (including disorder)
pre_ampyra1,0,1.11965819701591,0.191545779498911,12,2,1.55366280027134,0.126875265359339,100,0,1.11968187474471,0.191519102967653,1.11965819701591,2.36777287969669e-05,1.55366280027134,-0.433980925526634,Boolean for pre-index ampyra use
pre_mri_any,5,0.911094784457403,0.0986987947839197,11,5,0.757090912614041,0.0519680659865824,100,5,0.911022564946324,0.0986825080981185,0.911094784457403,-7.22195110784973e-05,0.757090912614041,0.153931652332283,Boolean for pre-index MRI use
pre_90_cort_any,1,1.06162935478701,0.141762578397234,6,1,1.16610977877799,0.322319061270645,100,1,1.06171753728228,0.141733247413184,1.06162935478701,8.81824952698729e-05,1.16610977877799,-0.104392241495707,Boolean for corticosteroid use within 90 days pre-index
pre_cort_oral,20,0.815809884579309,0.0994002936517315,41,20,0.738547473806261,0.0438996051898634,100,20,0.81586138030859,0.0993937537836281,0.815809884579309,5.14957292804263e-05,0.738547473806261,0.0773139065023282,Boolean for pre-index oral corticosteroid use
pre_cort_iv,40,0.747576655361852,0.104114160658924,60,33,0.717104174659855,0.0599856420358,100,40,0.747613848809365,0.104112886369591,0.747576655361852,3.7193447512851e-05,0.717104174659855,0.0305096741495098,Boolean for pre-index iv corticosteroid use
pre_relapse,26,1.38238452896638,0.201587516580731,53,28,1.4516557778465,0.130019675694069,100,26,1.38220816876563,0.201535936594396,1.38238452896638,-0.000176360200748737,1.4516557778465,-0.0694476090808651,Boolean for presence of pre-index relapse
num_pre_meds_upmedian,9,0.870748065158712,0.102764112947014,32,22,0.73706673892036,0.0589499305249908,100,9,0.870684107260257,0.102755669150259,0.870748065158712,-6.3957898455147e-05,0.73706673892036,0.133617368339897,NA
num_pre_op_dx_upmedian,0,1.04714344638152,0.102575741319879,4,0,1.24839402455289,0.0381020104616941,100,0,1.04704679760393,0.102574687086139,1.04714344638152,-9.66487775884151e-05,1.24839402455289,-0.201347226948955,NA
pre_non_ms_total_allowed_upmedian,5,1.13218656577574,0.114883825798349,16,5,1.28088747485547,0.0604760266738141,100,5,1.13225800000726,0.114867806903107,1.13218656577574,7.14342315184524e-05,1.28088747485547,-0.148629474848204,NA
pre_ms_total_allowed_upmedian,100,2.03775368377166,0.254730277686647,100,100,1.96242250664319,0.219941465326807,100,100,2.0375299931896,0.254722058200902,2.03775368377166,-0.000223690582060954,1.96242250664319,0.0751074865464139,NA
pchrlson_2,10,0.800673935752822,0.127714716970145,27,9,0.702276037918563,0.0643749104393258,100,10,0.800799027147573,0.127731782021163,0.800673935752822,0.000125091394751253,0.702276037918563,0.0985229892290099,CCI score = 1
pchrlson_3,0,0.924270078760127,0.121952311448422,7,0,0.819179890659844,0.181942686316937,100,0,0.924369733413582,0.121935843974692,0.924270078760127,9.96546534546283e-05,0.819179890659844,0.105189842753737,CCI score = 2+
